SortGADMintoPrevOrder,SortGADMintoGADMintoGADMorder,County FIPS Code,FIPS,DMA,WeaponsBlack.sum,WeaponsWhite.sum,AssaultsBlack.sum,AssaultsWhite.sum,county,State,County Name ,CountyName,ID,TOT_POP,TOT_MALE,TOT_FEMALE,WA_TOT,BAC_TOT,H_TOT,Pct Uninsured,Median Income,Gini,Pct Living in Poverty,Pct HS Education,PercentSlaveOwningFarms,NSlavesPerCounty,ID,FBIDataToRight,VictimsOfHateCrimes,MURDER,AGASSLT,USPSDToRight,BlackArmed,BlackUnarmed,HispanicArmed,HispanicUnarmed,WhiteArmed,WhiteUnarmed,State,RandID,SouthernLawCenterDataToRight,Arson,Assault,Bombing,Cross.Burnings,Harassment,Intelligence,Intimidation,Leafletting,Legal.Developments,Murder,Rally,Threat,Vandalism,BayesianPosterior,ModelID,m.RR_Black_Armed_Versus_Unarmed,m.RR_White_Armed_Versus_Unarmed,m.RR_Hispanic_Armed_Versus_Unarmed,m.RR_Black_Armed_Versus_White_Armed,m.RR_Hispanic_Armed_Versus_White_Armed,m.RR_Black_Unarmed_Versus_White_Unarmed,m.RR_Hispanic_Unarmed_Versus_White_Unarmed,m.RR_Black_Unarmed_Versus_White_Armed,m.RR_Hispanic_Unarmed_Versus_White_Armed,pc95l.RR_Black_Armed_Versus_Unarmed,pc95l.RR_White_Armed_Versus_Unarmed,pc95l.RR_Hispanic_Armed_Versus_Unarmed,pc95l.RR_Black_Armed_Versus_White_Armed,pc95l.RR_Hispanic_Armed_Versus_White_Armed,pc95l.RR_Black_Unarmed_Versus_White_Unarmed,pc95l.RR_Hispanic_Unarmed_Versus_White_Unarmed,pc95l.RR_Black_Unarmed_Versus_White_Armed,pc95l.RR_Hispanic_Unarmed_Versus_White_Armed,pc95h.RR_Black_Armed_Versus_Unarmed,pc95h.RR_White_Armed_Versus_Unarmed,pc95h.RR_Hispanic_Armed_Versus_Unarmed,pc95h.RR_Black_Armed_Versus_White_Armed,pc95h.RR_Hispanic_Armed_Versus_White_Armed,pc95h.RR_Black_Unarmed_Versus_White_Unarmed,pc95h.RR_Hispanic_Unarmed_Versus_White_Unarmed,pc95h.RR_Black_Unarmed_Versus_White_Armed,pc95h.RR_Hispanic_Unarmed_Versus_White_Armed,m.log.RR_Black_Unarmed_Versus_White_Unarmed,m.log.RR_Hispanic_Unarmed_Versus_White_Unarmed,m.log.RR_Black_Unarmed_Versus_White_Armed,m.log.RR_Hispanic_Unarmed_Versus_White_Armed,sd.log.RR_Black_Unarmed_Versus_White_Unarmed,sd.log.RR_Hispanic_Unarmed_Versus_White_Unarmed,sd.log.RR_Black_Unarmed_Versus_White_Armed,sd.log.RR_Hispanic_Unarmed_Versus_White_Armed
1160,1159,22093,22093,42,5,2,18,2,St. James Parish,LA,St. James Parish,St.JamesParish,LASt.JamesParish,22102,10812,11290,10690,11296,256,16.9,45829,0.426,16.3,82.2,NA,NA,LA093,FBIDataToRight,NA,0,33,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1161,1160,22095,22095,42,15,3,52,16,St. John The Baptist Parish,LA,St. John the Baptist Pa,St.JohntheBaptistPa,LASt.JohntheBaptistPa,45924,22341,23583,20187,25023,2175,19.3,45987,0.421,18.6,81.5,NA,NA,LA095,FBIDataToRight,NA,7,105,USPSDToRight,1,0,0,0,0,0,LA,17,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,118,3.566122604,3.063294411,3.190526769,3.984968783,1.6377538,3.557864375,1.603299395,1.201463913,0.521277121,0.928953624,0.751289802,0.947375904,0.789244451,0.407324813,0.536766868,0.311293281,0.11070922,0.098512883,15.70781652,12.92875909,12.35229104,18.61573643,6.50516482,20.84585077,7.926670761,8.532825177,2.203140821,1.24766643,0.454287977,0.09457852,-0.698799933,1.19265388,1.054909061,1.319672776,0.977033479
1162,1161,22097,22097,125,21,8,145,40,St. Landry Parish,LA,St. Landry Parish,St.LandryParish,LASt.LandryParish,83384,39876,43508,47199,35352,1321,19.6,33466,0.498,26.4,73,0.418857566,0,LA097,FBIDataToRight,NA,15,259,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1163,1162,22099,22099,125,3,3,37,35,St. Martin Parish,LA,St. Martin Parish,St.MartinParish,LASt.MartinParish,52160,25697,26463,34867,16446,1071,21.1,39444,0.456,21.8,74.1,0.446962455,53,LA099,FBIDataToRight,NA,0,96,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1164,1163,22101,22101,95,18,10,68,41,St. Mary Parish,LA,St. Mary Parish,St.MaryParish,LASt.MaryParish,54650,26992,27658,33779,18410,2920,23,40193,0.437,20.6,69.9,NA,NA,LA101,FBIDataToRight,NA,5,122,USPSDToRight,1,0,0,0,0,0,LA,17,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,119,3.466448263,2.999991342,3.116646278,4.2010396,1.655472418,3.776657434,1.580567503,1.184426584,0.562905709,0.870888853,0.788398816,0.794048869,0.904954129,0.362379295,0.505342574,0.250203248,0.138898313,0.083452444,17.76964918,12.58176415,13.83847881,21.49243912,6.109669232,25.79247247,9.112563727,8.529304244,2.423084907,1.294897491,0.455381174,0.163921092,-0.675595225,1.243092427,1.130184015,1.28130136,1.074845121
1165,1164,22103,22103,42,13,19,87,160,St. Tammany Parish,LA,St. Tammany Parish,St.TammanyParish,LASt.TammanyParish,233740,113973,119767,198646,28770,10970,18.1,59389,0.441,9.2,88,NA,NA,LA103,FBIDataToRight,NA,10,333,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1166,1165,22105,22105,42,35,20,197,87,Tangipahoa Parish,LA,Tangipahoa Parish,TangipahoaParish,LATangipahoaParish,121097,58800,62297,81636,37505,4260,20.5,37454,0.473,21.7,79.1,NA,NA,LA105,FBIDataToRight,NA,6,448,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1167,1166,22107,22107,133,NA,NA,1,0,Tensas Parish,LA,Tensas Parish,TensasParish,LATensasParish,5252,2493,2759,2232,2992,65,26.9,26976,0.477,33.3,71.4,0.452213006,59,LA107,FBIDataToRight,NA,1,14,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1168,1167,22109,22109,42,11,11,49,57,Terrebonne Parish,LA,Terrebonne Parish,TerrebonneParish,LATerrebonneParish,111860,55568,56292,80701,22166,4421,21.3,47847,0.449,18.3,73,NA,NA,LA109,FBIDataToRight,NA,4,185,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1169,1168,22111,22111,133,0,8,19,18,Union Parish,LA,Union Parish,UnionParish,LAUnionParish,22721,11214,11507,16213,6283,943,22.9,36863,0.476,21,80.3,0.459337596,200,LA111,FBIDataToRight,NA,3,41,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,1169,22113,22113,125,12,9,21,21,Vermilion Parish,LA,Vermilion Parish,VermilionParish,LAVermilionParish,57999,28214,29785,47594,8686,1381,20.7,43498,0.454,17.5,76,NA,NA,LA113,FBIDataToRight,NA,5,166,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1171,1170,22115,22115,179,10,5,16,24,Vernon Parish,LA,Vernon Parish,VernonParish,LAVernonParish,52334,26784,25550,40836,8455,3775,19,43752,0.404,13.5,84.5,NA,NA,LA115,FBIDataToRight,NA,7,68,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1172,1171,22117,22117,42,12,9,49,25,Washington Parish,LA,Washington Parish,WashingtonParish,LAWashingtonParish,47168,23360,23808,31786,14903,887,21.7,30950,0.495,26.8,77.5,0.427327354,65,LA117,FBIDataToRight,NA,9,102,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1173,1172,22119,22119,81,10,4,43,34,Webster Parish,LA,Webster Parish,WebsterParish,LAWebsterParish,41207,20041,21166,26619,14072,670,21.4,35861,0.451,22.6,75.5,NA,NA,LA119,FBIDataToRight,NA,0,67,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1174,1173,22121,22121,95,5,4,24,22,West Baton Rouge Parish,LA,West Baton Rouge Parish,WestBatonRougeParish,LAWestBatonRougeParish,23788,11698,12090,14404,9163,544,17.5,46783,0.421,15,80.9,NA,NA,LA121,FBIDataToRight,NA,1,59,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1175,1174,22123,22123,133,1,3,14,7,West Carroll Parish,LA,West Carroll Parish,WestCarrollParish,LAWestCarrollParish,11604,5818,5786,9581,1878,299,24.1,32143,0.462,22.6,70.7,NA,NA,LA123,FBIDataToRight,NA,0,24,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1176,1175,22125,22125,95,2,0,9,3,West Feliciana Parish,LA,West Feliciana Parish,WestFelicianaParish,LAWestFelicianaParish,15625,10251,5374,8214,7323,251,16.8,48917,0.462,20.9,65.1,0.453200938,105,LA125,FBIDataToRight,NA,0,17,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1177,1176,22127,22127,133,7,2,17,20,Winn Parish,LA,Winn Parish,WinnParish,LAWinnParish,15313,8031,7282,10302,4786,240,22.1,33447,0.453,23.9,72.6,0.435889962,41,LA127,FBIDataToRight,NA,2,19,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1178,1177,23001,23001,76,10,34,6,17,Androscoggin,ME,Androscoggin County,Androscoggin,MEAndroscoggin,107702,52716,54986,100450,4811,1669,11.6,41831,0.414,14.6,86.4,NA,NA,ME001,FBIDataToRight,1,2,39,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1179,1178,23003,23003,205,0,28,0,18,Aroostook,ME,Aroostook County,Aroostook,MEAroostook,71870,35387,36483,68924,662,667,14.5,36344,0.425,14,83.9,NA,NA,ME003,FBIDataToRight,1,2,24,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1180,1179,23005,23005,76,19,122,18,72,Cumberland,ME,Cumberland County,Cumberland,MECumberland,281674,136684,144990,262972,8759,5045,11,57424,0.45,10.3,93.3,NA,NA,ME005,FBIDataToRight,2,1,72,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1181,1180,23007,23007,76,0,8,0,15,Franklin,ME,Franklin County,Franklin,MEFranklin,30768,15053,15715,30039,145,315,13,39034,0.41,15.6,87.7,NA,NA,ME007,FBIDataToRight,NA,2,17,USPSDToRight,0,0,0,0,1,0,ME,20,SouthernLawCenterDataToRight,0,0,0,0,0,0,0,0,0,0,0,0,1,BayesianPosterior,131,3.422762705,4.797765463,3.472965509,1.778631361,1.060822555,2.485551452,1.561054937,0.490279127,0.320011593,0.683780182,1.367203413,0.791859036,0.308493442,0.235599295,0.366521667,0.217416142,0.053415412,0.050005665,18.26814414,22.35097263,16.82859443,8.528752149,4.336444924,19.52689093,9.264214614,4.282158218,1.417249384,0.938714035,0.413247681,-0.709888613,-1.235354967,1.25457307,1.203399021,1.325573782,1.079141871
1182,1181,23009,23009,153,0,7,2,11,Hancock,ME,Hancock County,Hancock,MEHancock,54418,26641,27777,52914,382,594,15.4,41106,0.437,14,91,NA,NA,ME009,FBIDataToRight,NA,0,21,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1183,1182,23011,23011,76,1,17,5,32,Kennebec,ME,Kennebec County,Kennebec,MEKennebec,122151,59529,62622,117953,1273,1504,10.8,44725,0.423,11.7,90.3,NA,NA,ME011,FBIDataToRight,5,1,54,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1184,1183,23013,23013,76,2,8,0,11,Knox,ME,Knox County,Knox,MEKnox,39736,19663,20073,38675,321,337,14.3,42593,0.436,13.7,89.7,NA,NA,ME013,FBIDataToRight,NA,2,10,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1185,1184,23015,23015,76,0,3,1,17,Lincoln,ME,Lincoln County,Lincoln,MELincoln,34457,16899,17558,33687,192,287,13.6,45520,0.442,12.7,92.4,NA,NA,ME015,FBIDataToRight,NA,0,9,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1186,1185,23017,23017,76,0,14,0,10,Oxford,ME,Oxford County,Oxford,MEOxford,57833,28692,29141,56182,402,587,13.5,38789,0.421,15,87.5,NA,NA,ME017,FBIDataToRight,NA,0,10,USPSDToRight,0,0,0,0,1,0,ME,20,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,132,3.208636942,4.65959709,3.573568606,1.872891599,1.082331778,2.815920554,1.471346912,0.575287278,0.317893354,0.728235917,1.363820657,1.042412051,0.340815284,0.285663356,0.359664996,0.241812965,0.076570462,0.058525967,14.22954096,23.62328106,13.62029358,9.083583245,4.118695777,19.48003018,9.730614535,3.81919933,1.287597982,1.004056178,0.41009095,-0.598661989,-1.192627217,1.244714265,1.14879823,1.246350817,0.991087979
1187,1186,23019,23019,153,0,33,3,30,Penobscot,ME,Penobscot County,Penobscot,MEPenobscot,153923,75853,78070,147188,1826,1620,12.2,42602,0.436,16,89.5,NA,NA,ME019,FBIDataToRight,NA,3,24,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1188,1187,23021,23021,153,0,1,0,8,Piscataquis,ME,Piscataquis County,Piscataquis,MEPiscataquis,17535,8694,8841,17046,104,169,13.1,34420,0.419,16.6,88.3,NA,NA,ME021,FBIDataToRight,NA,1,11,USPSDToRight,0,0,0,0,1,0,ME,20,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,133,3.373695829,4.984062849,3.541448771,1.636474759,1.05068898,2.390088401,1.44439399,0.487392223,0.285759614,0.695620453,1.248592116,0.890641583,0.233218548,0.21505648,0.277980305,0.221307742,0.030902279,0.04586174,20.40340336,29.02709344,14.703852,7.839086379,3.587922918,20.92608158,9.020199019,3.875313143,1.301668229,0.847341586,0.367058288,-0.831235857,-1.311519155,1.323385887,1.137017082,1.445899226,1.076106725
1189,1188,23023,23023,76,0,4,0,4,Sagadahoc,ME,Sagadahoc County,Sagadahoc,MESagadahoc,35293,17088,18205,34079,463,453,10.3,52071,0.392,10.5,91.8,NA,NA,ME023,FBIDataToRight,NA,0,4,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1190,1189,23025,23025,153,0,14,0,12,Somerset,ME,Somerset County,Somerset,MESomerset,52228,25890,26338,50813,385,409,13,36249,0.443,18.6,86.6,NA,NA,ME025,FBIDataToRight,NA,3,17,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,1190,23027,23027,153,0,3,0,10,Waldo,ME,Waldo County,Waldo,MEWaldo,38786,19003,19783,37783,254,349,14.5,37986,0.421,15.6,90,NA,NA,ME027,FBIDataToRight,NA,1,13,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1192,1191,23029,23029,153,0,4,0,18,Washington,ME,Washington County,Washington,MEWashington,32856,16188,16668,30407,217,452,16.5,32847,0.424,19.4,85.2,NA,NA,ME029,FBIDataToRight,1,1,26,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1193,1192,23031,23031,76,1,40,5,96,York,ME,York County,York,MEYork,197131,96076,101055,190652,1904,2478,11,54076,0.398,10.3,90.1,NA,NA,ME031,FBIDataToRight,7,0,106,USPSDToRight,0,0,0,0,1,0,ME,20,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,134,3.019230327,4.054609972,3.17131232,2.202040392,1.298090043,3.154936174,1.673995895,0.733203234,0.418481298,0.762039434,1.149313688,0.959979003,0.553330008,0.343136802,0.604769729,0.323528849,0.122422918,0.088757429,11.84940597,15.74575373,11.76155077,10.41383907,4.593780228,17.49081926,8.134308535,4.864739832,1.559895037,1.155602783,0.50317658,-0.281051902,-0.933478105,1.103645997,1.032615757,1.158267667,0.908878252
1194,1193,24001,24001,8,6,7,15,101,Allegany,MD,Allegany County,Allegany,MDAllegany,75087,38842,36245,67173,6806,1085,12.7,37083,0.446,17.1,85.1,NA,NA,MD001,FBIDataToRight,6,1,131,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1195,1194,24003,24003,24,90,64,203,289,Anne Arundel,MD,Anne Arundel County,AnneArundel,MDAnneArundel,537656,265763,271893,417210,92263,32902,10.1,80908,0.406,6.6,90,NA,NA,MD003,FBIDataToRight,NA,7,488,USPSDToRight,NA,NA,NA,NA,NA,NA,NA,NA,SouthernLawCenterDataToRight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BayesianPosterior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1196,1195,24005,24005,24,131,89,471,469,Baltimore,MD,Baltimore County,Baltimore,MDBaltimore,805029,380409,424620,531245,222669,33735,12.1,62300,0.438,8.2,88.8,NA,NA,MD005,FBIDataToRight,3,15,1045,USPSDToRight,6,2,0,0,0,1,MD,19,SouthernLawCenterDataToRight,0,1,0,0,0,0,0,0,0,0,0,0,1,BayesianPosterior,125,3.306316529,1.823146388,2.874135375,11.84848843,2.171517155,6.467674433,1.410703842,3.626312042,0.767221507,1.122201194,0.409982075,0.769463113,3.938680628,0.657385038,1.594624725,0.262005134,0.748636605,0.19576927,10.42329356,5.835059983,10.34240374,49.57400301,9.228554055,27.86524362,6.854945546,19.55777457,3.896326453,1.86846806,0.318351681,1.323553362,-0.226563017,0.936917866,1.046254146,1.003162576,0.94721194
